alerts_15m,error_rate,p95_latency_ms,cpu_pct,mem_pct,disk_pct,user_reports_30m,vip_involved,after_hours,change_window,clinical_system,integration_related,vendor_dependency,affected_services,est_users_impacted,needs_escalation
3,0.1356,1154.0,55.0,,59.0,1,0,0,0,0,1,1,3,18.0,1
3,0.3058,232.0,27.4,54.4,45.6,1,1,1,0,1,0,0,5,295.0,1
2,0.1909,209.0,84.2,50.2,61.7,0,0,0,0,0,0,0,2,,0
2,0.5991,153.0,49.4,37.4,67.6,0,0,0,0,0,0,1,0,47.0,0
5,0.1658,335.0,50.5,49.4,57.0,2,0,0,1,0,1,1,1,29.0,1
2,0.1519,315.0,45.8,50.2,53.0,0,0,0,0,1,0,0,1,35.0,1
4,0.1506,188.0,43.2,45.8,71.0,1,1,0,1,0,0,1,1,,1
3,0.2888,261.0,79.8,68.9,70.0,3,0,0,0,0,0,0,3,,0
2,0.107,95.0,76.9,26.5,56.5,0,0,1,0,1,0,0,2,,0
0,0.1552,450.0,60.0,25.2,35.5,1,0,0,0,0,0,0,0,,0
3,0.074,188.0,40.1,55.0,69.3,0,0,0,0,1,1,0,2,98.0,1
1,0.2447,271.0,63.1,56.4,49.7,1,0,0,0,0,0,0,0,6.0,1
3,0.1836,131.0,53.3,61.1,65.4,0,0,0,0,1,1,0,7,141.0,0
1,0.0946,200.0,38.6,46.9,64.4,0,0,1,0,0,1,0,0,24.0,1
1,0.3895,237.0,58.1,41.2,31.8,2,0,0,0,0,0,0,2,27.0,0
3,0.1177,285.0,44.1,54.9,63.3,2,0,1,0,0,0,1,2,46.0,0
3,0.3747,374.0,56.5,48.4,70.2,1,0,0,0,0,1,0,1,7.0,0
3,0.1644,634.0,55.7,78.3,,1,0,1,0,0,0,0,5,44.0,0
1,0.5173,413.0,62.9,50.1,63.9,0,0,0,0,0,0,0,1,29.0,1
3,0.365,487.0,40.9,,30.4,1,0,1,1,0,1,0,2,33.0,1
4,0.1474,649.0,64.8,92.1,82.4,1,0,0,0,1,1,0,1,11.0,1
2,0.1375,385.0,35.7,52.1,68.6,1,0,1,0,0,0,0,1,40.0,1
8,0.4552,311.0,41.7,63.3,42.7,0,0,0,0,1,0,0,1,79.0,1
2,0.197,490.0,42.5,64.7,49.4,0,0,0,0,0,0,0,1,38.0,1
2,0.2074,,32.7,66.0,65.7,2,0,0,0,0,0,0,1,23.0,1
3,0.4866,410.0,70.3,59.3,72.9,1,0,0,0,0,0,0,5,384.0,1
0,0.1338,122.0,34.6,57.9,54.2,1,0,0,1,1,1,0,2,18.0,0
3,0.2542,181.0,39.4,56.5,75.2,1,0,1,0,1,0,0,2,71.0,1
1,0.3624,237.0,74.6,46.4,33.3,0,0,1,1,0,0,1,1,34.0,1
2,0.3552,432.0,41.7,59.9,45.3,0,0,0,0,0,0,0,3,176.0,1
1,,273.0,48.6,85.4,29.0,0,0,1,0,1,0,0,2,52.0,0
3,0.2062,537.0,33.8,73.2,47.6,1,0,0,0,0,1,0,1,45.0,0
1,0.0824,569.0,57.0,59.6,86.1,1,0,0,0,0,0,0,2,,0
3,0.1352,,67.2,,94.9,1,0,1,0,0,1,0,0,11.0,1
2,0.2712,546.0,65.3,42.0,65.8,1,0,0,0,0,0,0,1,14.0,0
6,0.2683,172.0,61.7,51.1,51.8,4,0,0,0,1,1,1,1,27.0,1
0,0.2104,353.0,53.3,69.2,58.5,1,0,0,0,1,0,0,2,82.0,1
3,0.4281,206.0,42.6,77.3,69.6,0,0,0,0,1,0,0,2,46.0,1
1,0.1116,111.0,37.3,43.4,37.0,1,0,0,0,0,1,0,3,30.0,1
5,0.2393,255.0,75.2,47.7,52.8,0,0,0,1,0,0,0,2,93.0,1
3,0.2681,595.0,65.8,87.7,85.0,1,0,0,0,0,0,0,1,6.0,1
3,0.1641,370.0,39.5,56.4,45.3,0,0,1,0,0,1,0,2,11.0,0
1,0.4711,837.0,,90.4,50.0,0,0,1,0,0,1,0,1,4.0,1
0,0.3328,298.0,46.6,58.1,62.2,2,0,0,1,1,1,0,3,113.0,0
0,0.2368,1039.0,31.7,66.7,66.5,1,0,0,0,0,1,0,1,26.0,0
0,,298.0,55.2,,52.0,1,0,0,0,0,0,0,2,68.0,1
2,0.0998,285.0,34.5,,63.2,1,0,0,1,0,0,1,3,32.0,0
2,0.2267,139.0,34.9,75.4,,0,0,0,0,0,0,0,1,63.0,0
2,0.2785,518.0,25.4,39.5,93.4,1,0,0,0,0,0,0,3,32.0,0
2,0.1377,,23.9,49.7,60.0,1,0,1,1,0,0,1,2,43.0,0
2,0.2686,197.0,45.3,68.7,61.3,0,0,0,1,0,0,0,0,30.0,0
4,0.1396,593.0,50.5,53.1,86.4,1,0,1,0,0,0,0,0,32.0,0
1,0.3134,522.0,36.2,47.6,53.2,1,0,0,0,1,0,0,2,147.0,1
1,0.3836,514.0,63.7,70.1,40.8,0,0,1,0,0,0,0,3,10.0,0
0,0.2345,,50.8,71.6,66.0,0,0,0,0,1,0,0,3,41.0,0
1,0.0774,,52.4,48.3,79.2,0,0,1,0,0,0,1,3,41.0,0
3,0.142,278.0,48.7,58.2,67.8,1,0,1,0,0,0,0,1,29.0,0
3,0.3298,442.0,37.8,36.9,60.4,1,0,0,0,0,0,0,0,18.0,0
3,0.2445,675.0,54.1,41.6,38.8,0,0,0,0,1,0,0,0,20.0,0
3,0.0549,352.0,,56.9,61.1,0,0,1,1,0,1,0,1,94.0,0
3,0.4788,851.0,61.7,63.5,81.7,0,0,0,1,0,1,0,3,33.0,1
0,0.2177,443.0,35.1,40.5,42.3,0,0,0,0,1,0,0,1,238.0,0
2,0.1451,247.0,68.5,44.3,58.1,1,0,0,0,1,0,0,1,52.0,1
4,0.4436,462.0,45.9,39.0,55.8,1,0,1,0,0,0,0,1,22.0,1
2,0.1568,719.0,71.1,61.8,50.8,1,0,0,0,1,0,0,1,,1
2,0.1559,845.0,31.8,33.5,66.0,0,0,0,0,0,0,0,1,30.0,0
0,0.2459,519.0,,39.8,,1,0,0,0,0,0,0,1,81.0,0
3,0.6438,291.0,58.9,,68.9,1,0,0,0,0,1,0,1,11.0,1
4,0.6269,260.0,73.1,61.3,46.4,1,0,1,0,1,0,0,4,11.0,1
2,0.2774,386.0,82.0,28.0,35.7,1,0,0,0,0,0,0,0,33.0,0
2,0.2936,707.0,52.7,55.5,66.2,2,0,0,1,1,0,0,2,74.0,0
1,0.3313,350.0,85.1,79.6,53.9,0,0,0,0,0,0,0,0,31.0,0
1,0.1074,354.0,46.8,80.1,91.4,0,1,0,0,0,0,0,1,47.0,0
2,,290.0,,27.9,92.2,0,0,1,0,0,0,0,1,42.0,1
0,0.1348,226.0,35.0,59.5,93.9,1,0,0,1,1,1,0,0,9.0,0
1,0.2554,252.0,59.6,40.2,47.0,2,0,1,0,1,0,0,3,54.0,1
3,0.2133,309.0,9.8,37.1,71.1,1,0,1,0,1,0,0,1,97.0,1
0,0.266,696.0,31.8,53.3,75.9,1,0,1,1,1,0,0,3,49.0,1
0,0.2154,237.0,60.4,73.4,74.1,2,0,0,0,0,0,0,1,10.0,0
1,0.0396,284.0,18.4,64.0,56.3,3,0,0,0,1,0,1,0,23.0,0
1,0.2365,171.0,59.7,44.3,82.5,1,0,0,1,0,0,0,3,55.0,1
4,0.3654,434.0,,65.6,62.0,0,0,1,0,0,0,0,0,103.0,1
3,0.3089,,43.0,21.3,64.0,1,0,1,0,0,0,1,4,8.0,0
3,0.2285,702.0,34.6,,37.4,0,0,0,0,0,0,0,2,42.0,0
3,0.5964,321.0,43.5,42.6,,2,0,1,0,0,1,0,1,13.0,0
1,0.2544,378.0,34.6,56.2,57.8,0,0,0,0,0,0,0,0,37.0,1
1,0.2727,254.0,50.2,52.0,69.4,1,0,0,0,0,0,0,2,,0
0,0.3586,362.0,53.8,,65.8,0,0,1,1,1,0,1,4,40.0,1
3,0.2951,341.0,46.5,,64.9,0,0,0,0,1,0,0,3,71.0,1
4,0.1566,302.0,82.1,55.3,61.3,0,0,1,1,0,0,1,0,61.0,0
2,0.0595,304.0,29.1,63.1,74.6,0,0,1,1,1,0,0,2,33.0,0
3,0.1859,368.0,77.0,57.2,58.8,1,0,1,0,0,1,0,1,9.0,0
2,0.3459,,33.3,50.7,38.7,0,0,1,1,0,1,0,2,98.0,1
2,0.1875,246.0,53.3,61.0,71.1,2,0,0,1,1,0,0,3,83.0,0
2,0.3537,720.0,73.3,67.4,49.1,1,0,0,0,0,0,0,0,39.0,0
4,0.2785,1301.0,,54.7,40.8,3,0,0,0,1,0,1,0,17.0,0
0,0.41,139.0,44.4,54.1,45.6,1,0,1,1,0,0,0,3,77.0,0
4,0.2182,147.0,62.0,72.4,66.5,1,0,0,0,0,0,1,2,160.0,1
0,0.2611,160.0,,38.5,60.5,0,0,1,0,0,0,0,0,22.0,0
2,0.3007,266.0,42.3,82.1,27.9,0,0,0,0,1,0,0,2,41.0,0
4,0.5862,479.0,63.1,34.9,55.9,0,1,0,0,0,0,0,2,13.0,1
3,0.0945,,75.5,,80.7,0,0,0,0,0,0,0,1,16.0,0
2,0.1769,309.0,60.5,40.7,54.8,0,0,1,0,0,0,0,1,12.0,0
6,,408.0,62.2,,59.4,1,0,0,0,0,0,1,3,39.0,1
3,0.5657,196.0,64.1,47.4,,0,0,0,1,0,0,1,2,24.0,0
5,0.311,261.0,25.7,,74.7,0,1,0,0,1,0,0,1,,1
2,0.1938,278.0,60.3,49.4,78.3,1,0,0,0,0,0,0,4,19.0,1
3,0.3666,120.0,33.7,56.4,17.6,3,0,1,0,0,0,0,1,24.0,1
1,0.3457,146.0,41.4,50.1,89.7,1,0,0,0,0,0,0,1,13.0,0
3,0.1983,155.0,90.9,53.0,72.2,1,1,0,0,0,0,0,1,32.0,1
3,0.2899,437.0,47.4,5.0,100.0,1,0,0,0,1,0,0,2,10.0,0
2,0.4357,322.0,38.7,,49.5,0,0,0,0,1,1,0,1,38.0,1
1,0.6064,386.0,72.7,55.3,33.8,0,0,0,1,0,1,0,2,25.0,1
1,0.3225,100.0,34.9,70.6,62.1,1,0,0,0,0,0,1,2,36.0,0
4,0.263,130.0,43.9,74.6,57.6,0,0,0,0,0,0,0,1,,0
4,0.2491,422.0,74.5,52.2,72.5,1,0,0,1,1,0,1,3,,0
0,0.2743,59.0,52.8,67.2,79.2,1,0,0,0,1,0,0,3,34.0,0
3,0.2268,563.0,,38.5,60.6,0,0,1,0,1,1,0,1,40.0,0
3,0.2683,105.0,61.8,66.5,58.1,1,0,0,0,0,0,0,1,6.0,0
2,0.1272,448.0,44.9,46.4,70.4,3,0,1,0,0,0,1,1,10.0,0
0,0.412,166.0,79.7,,57.9,0,0,0,0,1,0,0,0,22.0,1
2,0.1216,501.0,41.1,52.2,56.6,1,0,1,1,0,0,0,0,74.0,0
3,0.1906,1677.0,70.9,84.0,78.6,1,0,0,0,0,0,0,3,54.0,0
0,0.213,,84.0,57.7,82.2,1,0,1,1,1,0,0,2,42.0,1
2,,413.0,,77.4,79.3,2,0,1,0,1,0,0,1,16.0,1
2,0.1804,104.0,48.5,43.8,59.3,0,0,1,1,0,1,0,0,10.0,1
6,0.2006,386.0,59.0,70.7,,0,0,1,1,0,1,0,2,39.0,0
6,0.2137,272.0,36.6,45.2,59.6,0,0,0,0,1,1,1,1,59.0,1
2,0.5669,302.0,56.9,58.4,49.9,0,0,1,1,0,1,0,3,42.0,0
1,0.0456,167.0,38.0,58.3,59.9,1,0,1,0,1,1,0,2,150.0,0
0,0.1163,415.0,47.6,64.9,51.3,0,0,0,0,0,1,0,2,18.0,1
4,1.0,132.0,52.9,58.8,61.7,1,0,0,0,1,0,0,0,35.0,1
1,0.2967,546.0,53.3,43.9,,0,0,1,0,1,0,0,0,8.0,1
2,0.1239,225.0,54.9,68.2,41.5,1,0,0,0,0,0,0,0,29.0,0
3,0.2362,,41.2,81.0,,1,1,1,0,0,0,0,0,79.0,1
1,0.2225,663.0,42.0,46.2,46.5,3,0,0,0,0,0,0,1,12.0,0
2,0.3625,271.0,49.9,27.5,62.0,0,0,1,0,1,0,0,1,66.0,1
2,0.6261,804.0,51.2,70.5,77.3,3,0,0,0,0,1,0,2,99.0,1
5,0.3375,585.0,44.1,50.0,76.6,1,0,1,0,0,1,1,1,16.0,0
1,0.1593,178.0,57.8,53.0,74.7,2,0,0,0,1,0,0,1,49.0,0
4,0.3957,280.0,,63.3,66.8,1,1,1,0,1,0,0,1,,1
3,0.1646,307.0,38.9,48.2,73.6,0,0,0,0,1,0,0,3,52.0,0
2,0.1289,652.0,47.0,51.0,84.0,0,0,0,1,0,0,0,4,74.0,1
2,0.0865,358.0,26.6,53.5,68.8,2,0,0,0,1,0,0,1,8.0,0
3,0.1022,316.0,81.3,77.0,32.6,2,0,0,0,1,0,0,2,61.0,0
3,0.1476,257.0,,55.5,53.5,2,0,1,0,0,0,0,3,53.0,1
0,0.1056,263.0,55.2,36.5,73.1,2,0,0,0,1,0,0,1,12.0,0
2,0.2704,577.0,43.3,37.1,52.0,1,0,0,0,0,0,0,3,16.0,1
0,0.1044,271.0,51.7,57.1,87.9,1,0,1,0,1,0,0,1,55.0,1
4,0.0455,236.0,20.1,38.1,61.0,0,0,0,0,1,0,0,3,34.0,0
5,0.1535,219.0,48.9,31.6,63.4,0,0,0,0,0,1,1,1,67.0,0
3,0.1865,212.0,,64.5,80.0,1,1,1,0,0,0,0,1,35.0,0
4,0.184,135.0,47.0,65.3,59.1,0,0,0,0,0,1,1,1,29.0,1
2,0.5251,186.0,5.9,49.5,64.8,1,0,1,0,0,0,1,1,24.0,1
1,0.153,629.0,31.7,59.4,,1,0,0,1,0,0,0,1,35.0,1
2,0.3695,251.0,78.4,57.8,38.4,0,0,0,1,1,1,0,3,82.0,1
2,0.2253,415.0,66.9,64.0,57.4,3,0,0,0,0,0,0,0,38.0,1
2,0.2224,72.0,75.7,64.1,75.3,0,0,1,1,0,0,0,2,22.0,1
3,0.1527,393.0,77.0,15.9,63.0,1,0,0,0,0,0,1,1,75.0,1
2,0.2204,258.0,64.1,51.4,85.5,1,0,1,0,0,0,0,3,60.0,1
1,0.1407,,43.8,62.8,36.8,1,0,0,0,0,1,0,0,33.0,1
1,0.2354,305.0,,48.8,35.0,0,0,0,0,0,0,0,2,34.0,0
1,0.1883,210.0,72.6,55.5,74.3,0,0,1,0,0,1,1,0,37.0,0
1,,86.0,53.2,66.3,75.9,1,1,0,0,0,1,0,0,6.0,1
4,0.4429,486.0,96.9,56.2,58.9,1,1,0,0,1,1,0,2,46.0,1
2,0.2879,322.0,45.4,77.6,68.4,1,0,0,0,0,0,0,0,91.0,0
1,0.1676,232.0,87.5,71.9,73.9,1,0,1,0,0,0,0,3,42.0,1
1,0.2322,162.0,49.2,,49.0,0,0,0,1,1,0,0,1,,0
2,0.2174,125.0,,52.0,,0,0,0,0,1,0,0,1,21.0,0
1,0.133,312.0,82.5,12.2,65.0,0,0,0,0,0,1,0,1,41.0,1
2,0.2366,,33.6,50.1,,1,1,1,0,1,0,0,2,33.0,1
7,0.2184,348.0,43.3,34.7,43.3,2,0,0,0,1,0,0,2,109.0,0
3,0.1437,134.0,33.4,58.3,,1,0,0,0,1,1,1,2,19.0,0
0,0.0827,306.0,19.9,57.3,58.1,0,1,0,0,0,0,0,0,17.0,0
2,0.1869,273.0,64.0,65.4,68.7,0,0,0,0,0,1,0,3,22.0,0
3,0.3302,462.0,48.5,76.0,61.9,0,0,0,0,0,1,0,1,120.0,1
6,0.1975,426.0,52.9,54.6,53.3,0,0,1,1,1,0,1,1,29.0,0
1,,53.0,62.0,89.2,82.0,3,0,1,1,1,0,0,1,22.0,1
3,0.3934,388.0,18.6,58.5,53.4,1,0,0,0,0,0,0,2,6.0,0
1,0.4393,159.0,75.2,35.3,57.3,0,0,0,0,0,0,1,0,12.0,1
1,0.332,,45.7,46.6,36.5,1,0,0,0,0,1,0,0,37.0,1
4,0.7111,264.0,61.6,49.4,50.6,0,0,0,1,0,0,0,0,37.0,1
2,0.1477,353.0,63.2,63.9,,2,0,0,0,1,0,0,1,,0
2,0.0557,,66.7,40.8,67.1,0,0,0,0,0,0,0,4,25.0,0
2,0.1781,415.0,,50.5,71.6,0,0,1,1,0,1,1,2,138.0,0
2,0.3094,428.0,13.8,,70.8,1,0,0,0,0,0,0,0,212.0,0
1,0.233,283.0,53.0,48.3,95.4,0,0,0,0,1,1,1,3,108.0,1
4,0.2986,182.0,55.6,67.2,50.0,0,0,1,0,1,1,1,1,118.0,1
0,,158.0,33.4,64.6,36.1,2,0,0,0,0,0,0,2,129.0,1
2,0.2809,495.0,54.7,72.5,45.2,1,0,0,0,0,0,0,3,207.0,1
1,0.3327,120.0,45.5,,50.7,1,0,0,0,1,0,0,1,27.0,1
1,0.1279,495.0,27.8,73.0,46.4,0,0,1,1,1,1,0,4,24.0,1
2,0.1246,257.0,64.1,34.5,63.5,0,0,0,1,0,0,0,1,120.0,0
1,0.5209,262.0,41.9,34.2,82.0,3,1,0,0,0,1,0,1,13.0,0
3,0.2555,112.0,44.7,36.8,86.6,0,1,0,0,0,1,1,1,12.0,0
4,0.1822,270.0,43.7,55.1,,1,0,0,0,0,0,0,2,14.0,0
3,0.1717,402.0,74.2,73.0,96.3,0,0,0,0,0,0,1,1,25.0,0
1,0.15,132.0,51.3,46.0,56.3,1,0,0,0,1,1,0,0,6.0,0
1,0.1452,363.0,53.4,47.8,,1,0,1,0,0,0,0,1,9.0,0
4,0.1267,308.0,44.1,51.8,78.9,0,1,1,0,1,0,0,2,23.0,1
1,0.0939,194.0,50.3,63.6,32.6,1,0,0,1,0,0,0,2,,0
2,0.2045,450.0,76.3,47.8,49.9,2,0,0,0,0,0,0,2,,0
2,0.1643,84.0,63.7,47.0,70.3,0,0,0,0,0,0,0,1,28.0,0
0,0.3712,327.0,64.4,34.8,60.4,1,0,0,0,0,1,0,0,39.0,1
1,0.2519,672.0,62.9,46.4,58.9,1,0,1,1,1,0,1,2,55.0,1
4,,647.0,27.2,72.7,43.1,1,0,0,1,0,1,0,1,23.0,1
1,0.1425,342.0,36.2,56.4,61.8,2,0,1,0,0,0,0,1,61.0,0
4,0.2401,248.0,48.3,43.9,78.1,0,0,0,0,1,1,0,2,55.0,1
5,0.3324,211.0,38.9,73.5,62.3,1,0,1,0,0,0,0,2,24.0,0
4,,248.0,,46.2,48.7,0,0,1,0,0,0,0,3,9.0,0
2,0.2162,380.0,18.3,76.3,42.0,1,0,1,0,1,0,0,3,65.0,0
4,0.4646,188.0,27.8,76.1,49.0,1,0,1,0,0,1,0,2,11.0,1
3,,436.0,47.4,55.8,68.3,0,0,1,0,0,0,0,1,37.0,0
7,0.4752,1005.0,50.8,40.5,67.5,2,0,0,0,0,0,0,2,33.0,1
1,0.1637,267.0,37.7,89.3,49.2,0,0,0,0,0,0,1,2,11.0,0
2,0.084,134.0,43.4,60.8,26.6,1,0,0,0,0,0,0,1,34.0,1
4,0.2975,140.0,44.2,50.1,68.7,1,0,1,0,1,0,0,2,44.0,1
3,0.3602,440.0,71.6,69.3,47.6,2,0,0,0,0,0,0,2,36.0,1
1,0.2942,267.0,49.1,65.5,73.0,0,0,1,0,1,0,0,1,38.0,1
2,0.2871,456.0,64.5,74.7,49.9,0,0,0,0,0,0,0,0,15.0,1
1,0.177,206.0,55.7,45.1,46.2,0,0,1,0,0,0,0,1,44.0,1
2,0.1461,444.0,26.8,59.8,64.5,1,0,0,0,0,0,0,4,23.0,1
2,0.3083,258.0,50.4,,99.7,2,0,1,0,0,0,0,3,15.0,1
4,0.3245,196.0,29.8,65.0,74.0,0,0,0,0,0,0,0,1,47.0,0
2,0.1672,226.0,50.1,54.7,,0,0,0,0,1,1,0,1,71.0,0
1,0.3946,143.0,38.6,59.2,67.7,2,0,1,0,1,0,0,1,55.0,1
0,0.1242,808.0,58.9,,34.0,1,0,0,0,1,0,0,0,25.0,0
5,,283.0,27.8,51.2,44.0,0,0,0,0,0,1,1,2,7.0,1
2,0.5599,401.0,52.3,42.0,21.8,2,0,1,0,1,0,0,3,141.0,1
4,0.4138,218.0,,66.9,89.7,3,0,1,0,0,0,0,1,6.0,0
4,0.2108,164.0,,,86.4,0,0,0,0,1,0,0,5,87.0,0
1,0.2511,243.0,38.2,46.6,68.3,0,0,0,0,1,1,1,4,262.0,0
1,0.2334,506.0,52.3,63.3,64.2,1,1,0,1,0,1,0,0,28.0,0
1,0.0474,207.0,45.3,61.5,,0,0,0,0,0,0,0,2,39.0,1
1,0.1302,171.0,79.8,55.1,58.5,0,0,0,1,1,0,0,2,52.0,0
5,0.265,326.0,25.3,32.1,90.7,0,0,0,0,0,1,0,0,29.0,0
2,0.1871,370.0,35.6,35.5,64.1,1,0,0,0,0,1,0,1,181.0,0
1,0.2456,681.0,,43.3,53.0,0,0,0,0,1,0,1,0,15.0,1
2,0.4237,342.0,47.1,22.9,33.9,0,1,1,0,0,0,0,1,13.0,1
2,0.1907,401.0,18.0,76.1,84.1,2,0,0,0,0,0,0,1,21.0,1
2,0.1272,418.0,,60.5,,0,0,0,0,0,0,0,2,126.0,0
2,,149.0,2.2,,33.9,0,0,1,1,1,0,0,1,21.0,1
3,0.202,169.0,56.3,22.1,47.2,1,0,1,1,0,0,1,0,35.0,0
2,0.2089,155.0,66.6,27.6,41.6,2,0,0,1,0,0,0,0,58.0,1
2,0.1939,135.0,35.6,55.0,59.9,0,0,1,1,0,0,0,1,52.0,0
3,0.8295,445.0,43.5,84.6,65.3,0,0,0,0,1,1,0,1,76.0,1
2,0.0664,330.0,58.6,44.5,53.9,1,0,0,0,1,1,0,3,134.0,1
1,0.1732,288.0,,,74.4,1,0,0,0,0,1,1,1,35.0,1
3,,69.0,28.2,47.8,63.3,1,0,0,1,1,1,0,2,26.0,0
4,0.167,907.0,47.9,63.8,79.0,0,0,1,0,0,1,1,0,28.0,0
4,0.421,179.0,,,56.3,1,0,0,0,1,0,0,2,29.0,1
4,0.4014,906.0,,57.8,100.0,0,0,1,0,0,0,1,1,208.0,1
2,0.2217,127.0,29.3,44.6,53.0,0,1,0,0,0,1,0,0,16.0,1
1,0.1847,,55.9,76.3,47.5,1,0,0,1,1,0,0,0,44.0,0
0,0.1898,81.0,49.3,,45.6,3,0,0,0,0,0,0,1,8.0,0
3,0.2282,350.0,61.9,71.4,58.6,1,0,0,0,0,1,0,3,39.0,1
1,0.2053,151.0,55.6,44.7,,2,0,1,0,1,0,0,0,,0
2,0.2053,156.0,,76.1,66.7,0,0,1,0,0,1,0,2,54.0,0
2,0.2615,,26.0,59.1,31.5,2,0,1,0,0,0,0,0,43.0,1
3,0.3658,440.0,60.9,61.5,64.6,1,0,1,1,0,0,1,3,109.0,1
4,0.1305,433.0,46.0,57.0,40.4,2,0,0,0,0,1,0,1,81.0,1
1,0.1203,747.0,49.0,47.4,55.9,2,0,0,0,0,0,1,0,23.0,1
7,0.1175,213.0,70.9,55.0,71.7,1,0,0,0,0,0,0,1,13.0,1
3,0.3893,324.0,39.1,48.4,98.9,0,0,1,0,0,0,0,0,13.0,0
5,0.3128,147.0,76.3,69.4,44.8,1,0,0,0,1,0,0,0,38.0,1
3,0.3191,239.0,78.0,52.0,59.6,1,0,0,1,0,0,0,0,28.0,1
2,0.1037,212.0,65.6,32.6,50.4,2,0,1,1,0,0,0,2,38.0,0
1,0.5722,356.0,34.3,29.8,48.1,1,0,0,0,0,0,0,1,18.0,0
2,0.1629,492.0,,29.1,50.6,2,0,0,0,0,0,1,5,,1
2,0.2497,485.0,71.4,64.3,75.2,1,0,0,0,0,0,0,2,10.0,0
0,0.323,170.0,54.0,37.7,54.2,1,0,0,1,0,0,0,0,15.0,0
1,0.1246,478.0,38.6,59.5,98.0,1,0,0,1,0,0,0,2,13.0,0
2,0.1686,275.0,73.1,57.0,68.7,0,0,1,0,0,0,0,0,21.0,1
0,0.2228,226.0,36.5,,45.8,2,0,1,1,0,0,0,1,75.0,0
1,1.0,,44.4,61.6,56.1,1,0,0,0,0,1,1,1,22.0,1
2,0.2686,,61.4,57.4,,1,0,1,0,1,1,0,2,41.0,1
2,0.5507,734.0,32.0,,74.8,2,0,1,1,1,1,0,1,57.0,1
2,0.4418,333.0,50.0,50.1,35.8,0,0,1,1,1,0,0,2,29.0,0
2,0.2787,310.0,71.6,61.4,40.5,1,0,1,1,0,1,1,2,42.0,1
1,0.1244,239.0,55.8,79.6,52.5,0,0,1,0,0,0,0,1,34.0,0
5,0.4881,1147.0,74.5,88.3,72.9,0,0,0,0,0,0,0,0,10.0,1
2,0.0999,577.0,62.4,34.6,81.7,3,0,0,1,0,1,0,6,35.0,0
0,,,,49.8,84.1,0,0,0,0,0,0,0,0,33.0,1
2,,,9.9,31.5,70.5,0,0,0,0,0,1,0,1,77.0,0
4,0.0597,260.0,22.1,77.8,60.7,0,0,1,0,0,0,0,1,77.0,1
1,0.1778,299.0,65.7,70.2,74.7,0,0,0,0,0,0,0,1,148.0,0
2,0.3262,191.0,24.1,60.3,43.7,0,0,0,0,0,0,0,2,46.0,1
0,0.1772,344.0,,57.5,32.5,1,0,1,1,0,1,1,4,28.0,1
1,0.3177,613.0,58.1,75.7,69.0,0,0,1,0,0,0,1,0,23.0,1
1,,134.0,78.5,73.2,45.9,0,1,0,0,0,0,0,0,22.0,1
4,0.1251,158.0,41.6,72.4,61.0,0,0,1,0,0,0,0,0,18.0,0
2,0.2189,216.0,40.4,61.9,63.9,0,0,0,0,0,1,1,3,48.0,0
5,0.2773,235.0,,49.8,66.0,0,0,0,0,0,0,0,1,39.0,1
4,0.2119,,58.3,74.5,77.0,0,0,0,0,0,1,1,0,,1
2,0.4471,488.0,49.2,67.2,75.3,1,0,1,1,1,1,0,2,91.0,1
4,0.1608,492.0,,52.1,65.1,2,0,0,0,0,0,0,1,6.0,0
3,0.2871,248.0,37.6,49.7,54.9,2,1,0,0,0,0,0,2,26.0,1
1,0.2225,236.0,54.2,72.0,63.7,0,0,1,0,0,0,1,2,78.0,0
4,0.109,132.0,60.0,80.0,52.5,0,0,1,0,0,0,0,2,51.0,1
4,0.1242,450.0,44.8,43.8,,0,0,0,0,0,0,0,0,18.0,0
2,0.2291,369.0,67.1,51.0,100.0,0,0,0,0,1,0,0,2,184.0,1
0,0.6003,549.0,54.7,60.3,64.9,1,0,1,0,0,1,1,2,22.0,1
2,0.313,251.0,66.2,62.3,69.2,2,0,1,0,0,0,0,0,5.0,1
2,0.0881,260.0,45.5,47.2,50.7,0,0,0,0,1,0,1,1,49.0,1
4,0.0464,322.0,48.8,83.3,78.3,0,0,0,0,0,0,0,2,8.0,0
2,0.3407,,40.6,61.3,74.2,0,0,0,0,0,0,1,1,14.0,1
2,0.2159,125.0,40.6,,74.3,3,0,1,0,0,1,0,1,46.0,0
1,0.4016,414.0,74.0,81.4,65.4,2,0,0,0,0,0,0,3,24.0,1
0,0.1244,267.0,63.4,48.3,78.5,0,0,1,0,1,1,0,2,61.0,1
1,0.2599,154.0,33.6,53.7,82.3,0,0,0,0,0,1,0,4,16.0,1
2,0.3625,89.0,55.3,,66.5,1,0,1,0,1,0,0,2,76.0,1
1,0.1676,256.0,9.3,52.4,60.2,1,1,0,1,0,1,0,0,,0
3,0.1912,637.0,41.7,32.7,76.3,1,0,1,0,1,0,0,2,109.0,0
0,0.2047,679.0,69.3,66.2,47.5,0,0,0,0,1,0,0,2,26.0,1
2,0.3068,342.0,49.7,61.3,50.5,3,0,0,0,1,0,0,2,130.0,0
3,0.2398,845.0,54.1,58.8,61.1,3,0,0,0,1,1,1,0,15.0,0
0,0.345,264.0,1.0,53.5,34.1,1,0,0,1,0,0,0,3,164.0,0
2,0.1766,475.0,44.9,66.4,75.2,2,1,0,1,0,1,0,1,13.0,0
