alerts_15m,error_rate,p95_latency_ms,cpu_pct,mem_pct,disk_pct,user_reports_30m,vip_involved,after_hours,change_window,clinical_system,integration_related,vendor_dependency,affected_services,est_users_impacted,needs_escalation
3,0.0724,256.0,74.2,60.0,,2,0,0,0,1,1,0,2,10.0,1
3,0.1788,505.0,40.5,,71.9,0,0,0,0,0,0,1,2,81.0,1
2,,224.0,57.8,,,0,1,0,1,1,0,0,1,55.0,1
2,0.3086,205.0,63.6,66.1,,1,0,0,0,0,0,1,1,10.0,1
5,0.3125,567.0,63.9,55.7,49.0,1,0,0,0,1,0,1,3,,1
2,,,24.6,54.2,77.8,2,0,1,0,0,0,0,1,27.0,0
4,0.335,538.0,47.8,63.4,81.1,0,0,1,0,0,0,0,1,11.0,1
3,0.4722,364.0,,53.3,86.2,1,0,0,0,0,0,0,3,7.0,0
2,0.3775,,96.0,57.8,90.9,0,0,0,0,1,0,0,1,30.0,0
0,0.4662,352.0,23.3,39.1,64.2,1,0,0,0,1,0,0,0,47.0,0
3,0.2944,342.0,33.1,74.5,57.0,0,0,0,1,0,1,0,2,50.0,1
1,0.3527,484.0,,37.9,83.6,1,0,0,1,1,0,0,2,77.0,0
3,0.2041,212.0,25.1,48.5,73.4,0,0,0,0,1,0,1,3,12.0,0
1,,,76.3,56.5,46.3,2,0,1,1,0,0,0,2,33.0,0
1,0.5481,267.0,95.6,84.9,45.5,0,0,0,0,0,0,0,0,20.0,0
3,0.2722,423.0,43.4,48.7,69.9,2,0,1,0,0,1,1,2,29.0,0
3,0.3763,163.0,28.2,45.0,,0,0,0,0,0,0,0,2,,1
3,0.2587,502.0,11.7,46.7,61.6,0,0,0,0,0,0,0,0,14.0,0
1,0.1553,357.0,47.6,79.9,79.2,1,1,0,0,1,0,0,0,3.0,1
3,,139.0,,12.8,74.1,2,0,1,0,0,1,0,2,79.0,1
4,0.5654,569.0,40.3,40.0,83.3,1,0,0,0,0,0,0,2,41.0,1
2,0.3089,962.0,56.0,100.0,31.1,0,0,0,0,0,0,0,1,8.0,0
8,0.1273,551.0,59.1,,66.1,1,0,1,0,0,0,0,3,51.0,1
2,0.2022,617.0,57.8,,73.1,2,0,1,0,0,0,0,1,19.0,0
2,0.6067,295.0,46.3,54.4,37.6,1,0,1,1,0,1,0,1,20.0,1
3,0.2149,115.0,32.2,56.0,51.5,2,0,0,0,0,0,0,2,17.0,0
0,0.075,98.0,54.0,67.7,48.6,1,1,0,0,0,0,0,1,43.0,1
3,0.6847,330.0,52.2,82.6,62.3,1,0,1,1,0,0,0,2,16.0,1
1,0.312,199.0,68.0,60.8,88.0,0,0,0,1,1,0,0,1,14.0,1
2,0.219,170.0,66.2,46.9,94.4,0,0,0,1,0,0,1,3,87.0,0
1,0.1748,267.0,26.4,,49.0,0,0,0,1,0,0,0,4,,0
3,0.4384,403.0,26.2,44.5,70.4,1,0,0,1,0,0,0,0,22.0,1
1,0.1591,124.0,38.4,39.5,,0,0,1,0,0,0,0,2,54.0,0
3,0.4545,,33.0,28.6,68.2,0,0,1,1,1,0,0,1,20.0,1
2,0.3067,646.0,65.6,,68.4,0,0,0,1,0,1,1,1,19.0,1
6,0.3311,169.0,58.3,,66.9,2,0,1,0,1,0,1,1,43.0,1
0,0.2187,436.0,71.8,37.3,89.0,1,0,0,1,1,1,0,2,11.0,1
3,0.2195,220.0,59.1,59.7,79.6,2,0,0,0,0,0,0,1,33.0,1
1,0.381,372.0,55.8,37.0,45.0,3,0,0,0,0,0,0,2,17.0,0
5,0.1693,546.0,73.6,7.8,74.7,0,0,1,1,0,1,0,1,55.0,1
3,,432.0,50.5,39.3,76.3,1,0,0,0,1,1,0,1,52.0,0
3,0.3389,473.0,53.2,47.9,67.0,2,0,0,0,0,0,0,1,39.0,1
1,0.3034,146.0,78.6,45.9,80.1,0,0,1,0,0,0,0,1,8.0,0
0,0.2629,499.0,,77.8,65.0,1,0,0,0,0,0,0,1,25.0,0
0,0.2527,169.0,46.5,45.8,,2,0,1,1,0,1,0,2,12.0,1
0,0.1693,312.0,36.9,68.2,63.9,1,0,0,1,0,1,0,1,27.0,1
2,0.351,324.0,64.7,54.7,29.7,1,1,0,0,0,0,0,1,4.0,0
2,0.222,368.0,74.3,54.4,60.7,2,0,1,1,0,0,1,3,10.0,1
2,,339.0,51.1,42.5,51.3,2,0,0,0,1,0,1,1,87.0,1
2,0.1918,177.0,75.5,54.1,43.0,3,0,0,1,0,0,0,2,42.0,0
2,0.6917,,16.5,43.5,84.9,2,0,0,0,0,0,0,1,,1
4,0.0988,473.0,41.0,57.6,70.1,0,0,1,0,0,0,0,2,,1
1,0.2822,306.0,51.3,,61.5,0,0,1,0,1,0,0,3,18.0,1
1,0.0851,,28.9,40.8,53.0,1,0,1,0,0,0,0,2,37.0,0
0,0.1902,264.0,94.9,,66.7,0,0,0,0,1,1,0,1,26.0,0
1,0.1689,127.0,50.8,61.4,77.9,0,0,0,0,0,0,0,2,107.0,0
3,,489.0,34.7,,48.8,1,0,0,0,1,1,0,1,29.0,1
3,0.2994,234.0,52.5,57.2,61.9,4,0,0,0,0,0,0,3,37.0,1
3,0.1961,347.0,15.9,53.7,75.9,1,0,1,0,0,0,0,0,8.0,0
3,0.0762,201.0,28.3,42.0,31.0,1,0,0,0,0,0,1,2,23.0,0
3,0.3836,709.0,69.7,56.1,61.1,2,0,0,0,1,0,0,1,39.0,1
0,0.4445,167.0,40.7,45.7,55.1,1,0,0,0,1,0,1,1,25.0,1
2,0.5166,234.0,37.1,40.8,59.9,0,0,0,0,0,0,0,1,19.0,1
4,0.3127,311.0,75.6,30.7,54.0,1,0,0,0,0,0,0,0,32.0,1
2,0.2335,154.0,76.1,49.6,64.2,2,0,0,0,0,0,1,2,105.0,1
2,0.4726,338.0,61.3,,92.8,2,0,0,0,0,1,1,3,39.0,0
0,0.5093,656.0,43.8,44.6,56.8,0,0,0,0,0,0,1,2,78.0,1
3,0.4509,219.0,47.7,,66.7,1,0,0,0,0,0,0,2,51.0,1
4,0.1529,364.0,37.5,68.3,93.9,1,0,1,1,0,0,0,1,66.0,1
2,0.2543,62.0,34.1,74.6,53.2,1,0,0,1,0,1,0,4,24.0,1
2,0.2899,276.0,33.2,66.9,91.0,0,0,0,0,1,1,0,0,,0
1,0.0792,232.0,30.9,82.8,62.1,1,0,0,0,0,1,1,0,21.0,1
1,0.2775,176.0,33.4,43.2,90.5,1,0,0,0,0,1,0,0,38.0,0
2,0.7946,510.0,23.9,16.6,74.0,1,0,1,0,0,0,0,0,46.0,0
0,0.2871,226.0,55.9,48.3,66.9,0,1,0,0,0,0,1,1,31.0,1
1,0.4821,250.0,56.2,63.4,60.9,1,0,1,0,0,0,1,0,,0
3,0.2673,233.0,82.6,57.3,52.0,0,0,1,1,0,1,1,1,18.0,1
0,0.1939,94.0,40.0,59.1,63.2,0,0,0,1,0,0,0,0,50.0,0
0,0.249,,57.3,74.8,76.4,0,0,0,0,0,0,0,0,55.0,1
1,0.1369,468.0,57.6,60.7,,1,0,0,0,0,1,1,1,48.0,1
1,0.1262,86.0,47.4,67.0,56.9,0,0,0,0,0,1,0,5,50.0,1
4,0.515,192.0,,40.9,58.0,1,0,0,0,0,1,0,2,55.0,1
3,0.5142,230.0,66.0,38.6,77.9,0,0,0,1,0,0,1,1,14.0,1
3,0.1401,749.0,57.9,79.2,,2,0,0,0,0,0,0,1,32.0,1
3,0.4116,,,56.5,51.3,0,1,0,0,0,0,0,3,45.0,1
1,0.2044,203.0,45.6,45.7,51.3,0,0,1,0,0,0,0,1,10.0,0
1,0.2584,565.0,27.4,45.7,68.1,0,0,1,0,0,0,0,3,51.0,1
0,0.2601,180.0,37.5,45.3,86.4,1,0,1,0,1,0,1,2,14.0,1
3,0.4177,500.0,40.8,44.4,80.3,2,0,0,0,0,1,0,0,17.0,1
4,0.2686,139.0,31.8,35.8,42.0,2,0,0,0,0,0,0,0,25.0,0
2,0.4944,508.0,59.9,32.5,57.8,1,0,1,0,0,0,0,2,17.0,1
3,,230.0,73.5,52.1,47.1,1,0,1,1,0,1,1,2,33.0,1
2,0.3209,160.0,35.7,46.1,57.7,0,0,0,0,0,0,1,0,26.0,0
2,0.1439,250.0,57.1,71.6,87.7,1,0,0,0,0,0,0,3,18.0,0
2,0.7462,,33.4,59.4,39.2,1,0,0,0,0,0,0,3,55.0,1
4,0.3323,223.0,46.5,59.0,36.1,0,0,1,0,0,0,0,3,,1
0,0.2988,367.0,39.6,,48.7,0,0,0,1,0,1,0,2,194.0,1
4,,213.0,62.8,53.2,66.6,1,0,0,0,0,0,0,1,25.0,0
0,0.1284,380.0,39.8,60.4,71.9,1,0,0,0,0,0,0,0,10.0,0
2,,359.0,70.2,65.7,69.0,1,0,0,0,0,1,0,1,13.0,1
4,0.3005,283.0,47.6,53.6,80.8,0,0,0,0,0,0,0,0,61.0,0
3,0.0844,,30.3,71.2,33.8,1,0,1,1,0,1,0,2,22.0,1
2,0.403,306.0,29.4,55.1,81.0,1,0,0,0,0,0,0,1,9.0,0
6,0.2146,,,66.9,57.0,1,0,0,0,1,1,0,2,75.0,1
3,0.5253,892.0,68.1,55.7,73.7,2,0,0,0,1,0,0,0,21.0,0
5,0.2597,501.0,56.9,27.8,40.8,1,0,1,0,1,0,0,1,57.0,0
2,0.2548,481.0,92.3,59.0,62.1,0,0,0,0,0,1,0,1,58.0,1
3,0.4623,,77.7,73.9,65.8,1,0,0,0,0,1,1,0,31.0,1
1,0.1309,366.0,46.5,63.6,,4,0,0,0,1,0,0,0,204.0,1
3,,375.0,46.3,61.3,,1,0,1,0,0,0,1,1,7.0,0
3,,423.0,60.5,49.8,62.5,1,1,1,1,1,0,0,1,18.0,1
2,0.3588,162.0,36.9,42.9,44.6,0,1,1,1,0,1,0,3,,1
1,0.1031,216.0,73.0,63.3,,2,0,0,0,1,1,0,2,233.0,0
1,0.0857,209.0,,61.4,74.4,0,0,1,0,0,0,0,2,131.0,1
4,0.4038,418.0,56.6,,82.6,1,0,1,0,0,0,0,1,78.0,1
4,0.1842,266.0,64.4,71.6,53.4,2,0,0,0,0,0,0,3,19.0,0
0,0.1627,292.0,83.0,41.8,76.8,0,0,0,0,0,0,0,2,18.0,1
3,,522.0,45.1,46.2,83.8,0,0,0,0,0,0,0,4,20.0,0
3,0.1664,462.0,50.0,79.5,35.7,0,0,0,0,1,0,0,0,16.0,1
2,0.2267,258.0,79.2,68.0,71.8,0,0,0,0,0,1,1,0,81.0,0
0,0.3368,,69.4,49.6,77.3,0,0,0,0,0,0,0,0,20.0,0
2,0.1489,526.0,46.2,59.3,57.9,0,0,1,1,0,0,0,2,29.0,1
3,0.6014,440.0,,57.3,42.6,0,0,0,0,0,0,1,1,51.0,1
0,0.1386,112.0,55.5,13.8,77.1,0,0,0,0,0,0,1,1,,0
2,0.1563,237.0,58.5,41.4,42.8,1,0,0,1,0,1,0,1,,1
2,0.5302,308.0,27.6,54.2,59.1,1,0,0,0,1,0,0,2,16.0,1
6,0.3251,468.0,24.2,49.7,,0,1,0,0,0,0,0,2,25.0,1
6,0.2136,,36.0,58.7,73.4,0,0,0,0,0,0,0,2,20.0,0
2,0.209,329.0,34.6,71.9,52.0,1,0,0,0,1,0,0,2,23.0,0
1,0.4512,381.0,40.4,50.2,51.0,1,0,1,0,0,0,1,0,,1
0,0.4522,280.0,,39.1,63.6,1,0,0,0,1,0,0,1,40.0,1
4,0.1638,202.0,49.0,59.9,78.1,0,0,1,0,0,0,1,0,21.0,1
1,0.2094,239.0,55.5,50.1,98.6,1,0,1,0,0,0,0,1,37.0,1
2,0.2392,284.0,30.0,52.7,37.9,0,0,0,0,0,1,0,0,12.0,0
3,0.1405,282.0,43.7,50.6,,1,0,0,0,0,0,1,1,48.0,0
1,,98.0,62.6,88.6,44.6,0,0,0,0,0,1,0,2,26.0,0
2,0.2283,226.0,,21.4,78.3,0,0,1,0,0,0,0,0,17.0,0
2,0.4262,290.0,39.0,49.2,47.0,0,0,0,0,0,0,0,1,,1
5,0.5295,256.0,54.9,54.9,51.2,2,0,0,1,0,1,0,2,26.0,1
1,,241.0,91.6,43.3,52.6,0,0,1,1,1,0,0,2,170.0,1
4,0.2282,383.0,51.7,,60.8,2,0,0,0,0,1,0,3,33.0,1
3,0.3483,159.0,39.5,67.2,67.2,2,0,1,1,1,0,1,0,12.0,1
2,0.165,115.0,48.9,,69.7,0,0,0,0,1,0,1,2,79.0,0
2,0.3147,232.0,53.7,50.9,61.9,0,0,1,0,1,0,0,2,26.0,0
3,0.2303,,49.3,53.3,40.7,2,0,0,0,1,0,0,1,42.0,1
3,0.1418,726.0,51.4,,73.6,0,0,0,0,0,0,0,1,17.0,1
0,0.1193,416.0,,53.8,61.2,1,0,1,1,0,0,0,2,87.0,1
2,0.5045,126.0,34.7,52.2,80.6,0,0,0,1,0,0,0,1,17.0,1
0,0.1853,238.0,49.3,58.8,50.7,1,0,1,0,1,0,0,4,148.0,1
4,0.6327,337.0,49.0,66.3,36.4,0,0,1,0,0,1,1,1,12.0,1
5,0.2055,330.0,41.8,36.5,61.5,0,0,0,0,1,0,0,1,27.0,1
3,0.2837,386.0,48.8,39.2,82.7,1,0,0,0,1,1,0,0,92.0,0
4,0.9569,177.0,53.1,28.8,64.6,2,0,1,0,0,0,1,0,28.0,1
2,0.1273,292.0,68.0,68.0,58.8,1,0,0,1,0,0,0,0,151.0,1
1,0.0755,348.0,40.2,58.8,,0,0,1,1,0,0,1,0,,0
2,0.4619,443.0,59.2,62.6,90.1,3,1,0,1,0,1,1,0,30.0,0
2,0.1445,181.0,42.3,33.6,45.5,0,0,1,0,0,0,0,2,143.0,0
2,0.2251,233.0,62.3,81.8,50.4,1,0,0,0,1,1,0,3,13.0,1
3,0.1751,65.0,58.8,45.9,71.1,1,0,1,0,0,0,0,1,7.0,1
2,0.2638,200.0,67.6,57.5,32.3,2,0,0,1,0,1,0,0,13.0,0
1,0.1271,207.0,64.8,67.8,82.4,0,1,0,0,1,0,1,3,82.0,0
1,0.1942,157.0,62.6,40.2,72.0,1,0,1,0,0,1,0,2,9.0,1
1,0.2746,302.0,50.2,46.8,76.4,0,0,1,0,1,0,0,0,48.0,1
1,0.1231,268.0,56.4,57.7,70.9,1,1,0,0,0,1,0,1,42.0,0
4,0.1746,85.0,71.1,97.9,59.4,1,0,1,1,1,0,0,1,169.0,1
2,0.188,317.0,40.3,59.5,45.0,0,0,0,0,0,1,0,3,81.0,1
1,0.0977,166.0,30.7,79.1,59.8,1,0,0,0,0,0,1,2,42.0,0
1,0.1699,360.0,55.3,73.1,46.4,1,0,0,0,0,0,0,1,82.0,1
2,0.243,139.0,59.5,60.5,69.8,2,0,0,0,0,0,0,2,48.0,1
1,,280.0,37.2,40.2,74.9,0,0,0,0,0,1,0,6,35.0,0
2,0.1961,241.0,50.7,70.9,85.6,0,0,0,0,1,0,0,1,14.0,1
7,0.3039,367.0,50.3,32.5,67.9,3,0,0,0,1,0,0,1,21.0,1
3,0.1685,308.0,12.1,79.0,76.8,1,0,1,0,0,0,1,1,27.0,0
0,,235.0,48.0,58.0,57.2,2,0,1,1,0,1,0,1,32.0,0
2,0.5015,121.0,49.2,15.2,54.3,0,0,1,0,1,0,0,4,9.0,1
3,0.1872,127.0,49.1,49.9,69.6,0,0,0,0,1,0,0,1,28.0,1
6,0.3779,221.0,,64.8,55.8,0,0,1,1,0,0,0,3,,1
1,0.1879,275.0,30.1,51.4,66.3,1,0,0,0,0,0,0,0,38.0,1
3,0.2955,206.0,37.2,65.7,45.0,0,0,1,0,1,0,1,2,140.0,1
1,,389.0,5.0,42.2,47.9,2,0,0,0,0,0,0,2,36.0,0
1,0.2836,237.0,43.3,35.4,,1,0,0,0,0,1,0,1,13.0,1
4,0.0968,172.0,34.9,,76.2,0,0,0,0,1,0,0,3,10.0,0
2,0.2922,242.0,42.8,,46.2,1,0,1,1,0,0,0,1,48.0,1
2,0.4485,319.0,71.9,49.8,72.7,0,0,1,0,1,0,0,4,24.0,1
2,0.2015,337.0,67.5,73.4,53.5,0,0,1,0,0,0,0,2,62.0,1
2,0.3936,791.0,,42.2,62.3,1,0,1,0,1,0,0,2,117.0,1
1,0.1467,191.0,45.3,59.7,84.7,1,0,1,0,1,1,1,0,9.0,1
4,0.1134,281.0,70.5,56.0,74.9,3,0,0,0,1,0,0,2,59.0,1
0,0.2182,342.0,51.6,,74.7,1,0,1,1,1,0,0,0,84.0,0
2,,278.0,27.3,35.2,92.5,0,1,0,0,1,1,0,1,76.0,0
1,0.1879,209.0,21.1,55.2,50.7,0,0,0,1,0,0,1,1,5.0,0
1,0.4351,118.0,44.1,84.7,46.2,0,1,0,0,1,0,0,1,17.0,1
2,0.0796,213.0,55.6,63.7,50.4,0,0,1,1,1,0,1,3,15.0,0
1,0.1061,153.0,93.0,29.1,57.9,0,0,1,0,0,0,0,3,53.0,1
3,0.137,,53.1,,24.3,0,0,0,0,0,0,1,0,34.0,0
4,0.2479,189.0,38.2,66.0,58.7,0,1,0,0,0,0,0,3,,1
3,0.1977,161.0,30.7,53.6,53.3,1,0,0,0,0,0,0,2,25.0,1
1,0.4628,380.0,61.9,72.1,74.5,1,0,1,1,0,0,0,0,,1
1,,384.0,20.2,41.8,67.6,2,0,1,1,0,0,0,0,28.0,0
4,0.337,178.0,61.9,60.3,52.4,1,0,0,0,0,0,0,2,35.0,1
1,0.2323,239.0,66.7,,71.4,2,0,0,0,0,0,0,2,,1
2,0.2826,101.0,59.9,48.3,,1,0,0,0,0,0,0,0,11.0,0
2,0.1417,,48.0,48.6,49.7,0,0,0,0,1,0,0,1,33.0,1
0,0.3235,337.0,62.2,55.4,54.1,0,0,0,1,0,1,0,0,26.0,0
1,0.1163,434.0,55.1,63.1,,0,0,0,0,0,0,0,0,40.0,0
4,,198.0,38.0,54.8,44.5,0,0,0,0,0,0,1,2,54.0,1
1,0.4116,492.0,85.3,69.6,50.1,1,0,0,0,1,0,0,3,46.0,1
4,0.2882,127.0,45.7,,63.2,1,1,1,1,1,0,0,0,72.0,1
5,0.2474,150.0,66.0,35.1,46.9,0,0,0,0,0,0,1,0,18.0,0
4,0.3199,,8.5,84.7,53.8,0,0,0,0,0,0,0,0,8.0,1
2,0.0472,706.0,65.0,45.9,42.4,2,0,1,1,0,1,0,3,52.0,0
4,0.3031,384.0,78.4,46.5,64.7,0,0,1,0,0,1,0,1,31.0,0
3,0.2271,281.0,52.5,54.0,68.8,2,0,0,0,1,0,0,0,45.0,0
7,0.2988,93.0,62.1,56.0,68.4,0,0,0,0,0,0,0,1,10.0,0
1,,91.0,62.1,49.2,62.2,0,0,1,0,0,0,0,1,116.0,0
2,0.2185,302.0,40.4,54.7,37.3,2,0,0,1,0,0,0,1,49.0,0
4,0.1371,241.0,,54.4,52.1,0,0,1,1,0,0,0,1,22.0,1
3,0.2236,156.0,,57.6,55.5,2,0,0,0,0,0,0,1,13.0,1
1,0.2225,286.0,41.0,19.6,,1,0,0,1,0,1,0,0,58.0,1
2,0.2425,300.0,72.3,83.2,63.2,0,0,0,0,0,1,0,1,,0
1,0.2343,464.0,69.5,52.8,84.8,1,1,1,1,0,1,1,1,169.0,1
2,0.4032,,39.3,63.7,75.0,2,1,0,0,0,0,0,2,19.0,0
2,0.1253,553.0,38.8,34.3,46.2,0,0,0,0,1,0,0,2,151.0,1
4,0.2827,294.0,40.4,47.9,72.9,1,0,0,0,0,0,0,1,24.0,0
2,0.4628,264.0,65.2,44.9,,1,0,1,0,0,0,1,1,98.0,1
1,0.0826,495.0,24.0,77.0,49.1,0,1,0,0,0,0,0,2,17.0,0
0,0.2229,158.0,58.4,46.2,,1,0,1,0,1,1,0,0,30.0,0
5,0.1975,1405.0,65.4,74.4,59.4,1,0,1,0,1,0,0,1,64.0,1
2,0.1857,346.0,50.4,45.2,39.4,1,0,0,0,1,0,0,2,65.0,1
4,0.156,361.0,,,69.3,2,0,1,0,0,0,0,2,75.0,0
4,0.2338,391.0,46.5,51.3,,0,0,1,0,1,0,0,1,,0
1,0.5902,775.0,48.2,74.3,58.4,1,0,0,0,0,0,0,0,26.0,1
1,0.1069,427.0,34.4,26.7,61.4,1,0,0,1,1,0,0,1,92.0,0
1,0.1127,114.0,70.3,35.3,50.5,1,0,0,0,1,0,0,3,24.0,0
1,0.1048,597.0,38.2,25.8,71.8,1,0,0,1,0,0,0,1,44.0,0
5,0.7047,248.0,58.3,38.7,61.3,0,0,0,1,0,1,0,4,33.0,1
2,0.1765,,50.7,42.8,64.7,1,0,1,0,0,0,0,0,29.0,1
1,0.2114,137.0,33.0,30.8,67.7,0,0,1,0,0,0,0,1,30.0,0
2,0.1824,376.0,41.0,44.0,43.5,2,0,0,0,1,0,0,2,20.0,0
2,0.1354,197.0,76.9,,47.7,1,0,0,0,0,0,0,1,22.0,0
2,0.2,297.0,55.6,,26.6,1,0,0,0,1,0,1,0,34.0,0
2,0.8799,,33.8,73.0,,0,0,0,1,1,0,0,3,40.0,1
3,0.5198,828.0,57.5,69.1,42.6,0,0,0,1,0,0,0,0,86.0,0
2,0.1424,837.0,49.4,65.8,64.1,0,0,1,0,0,0,0,1,62.0,0
2,0.325,289.0,100.0,40.0,67.9,1,0,1,1,0,0,1,4,50.0,1
3,0.153,297.0,57.1,32.0,71.6,1,0,0,0,1,0,0,3,23.0,0
2,0.0857,229.0,35.1,37.9,42.7,0,1,1,1,0,0,0,1,14.0,0
1,0.3756,,,,61.0,3,0,0,1,0,1,0,3,171.0,1
3,0.4575,,18.9,68.0,88.7,0,0,1,0,0,0,0,0,,0
4,0.4563,232.0,53.7,68.5,,1,0,0,0,1,0,0,3,47.0,1
4,0.1982,502.0,87.9,64.5,77.8,0,0,0,0,0,0,0,2,42.0,1
4,0.2342,,49.9,43.9,67.4,2,0,0,1,0,0,0,0,19.0,0
2,0.3438,276.0,20.8,55.4,45.9,1,0,0,0,1,0,0,1,15.0,1
1,0.2659,116.0,44.9,50.2,73.5,0,0,0,1,0,0,1,2,17.0,0
0,0.1626,398.0,78.2,52.0,59.5,1,0,0,0,0,0,0,1,18.0,0
3,0.0992,835.0,48.8,93.6,71.0,0,0,1,0,0,1,1,5,25.0,1
1,0.2282,410.0,36.9,28.6,51.9,0,0,1,1,0,0,1,1,80.0,0
2,0.4121,,,51.5,59.2,3,1,0,0,0,1,1,1,27.0,1
2,0.1178,177.0,41.9,73.2,64.6,2,0,0,0,0,1,0,2,21.0,0
3,0.3435,327.0,58.5,33.0,65.9,1,0,1,0,0,0,0,1,30.0,1
4,0.308,174.0,76.1,45.3,69.9,0,0,0,0,0,0,0,1,47.0,1
1,0.3239,243.0,70.9,47.1,52.7,0,0,0,0,0,0,0,2,24.0,1
7,0.4964,476.0,60.2,51.7,40.5,0,0,1,0,0,1,0,2,64.0,1
3,0.165,304.0,28.0,31.1,88.0,2,0,0,0,0,0,0,1,10.0,0
5,0.112,137.0,28.1,63.9,,1,0,1,0,1,0,0,1,86.0,0
3,0.1802,139.0,61.6,65.0,69.2,0,0,0,0,1,0,0,1,34.0,1
2,0.3712,132.0,27.8,62.6,40.8,0,0,0,0,0,1,0,1,27.0,0
1,0.1591,362.0,47.9,41.9,49.6,0,0,0,0,1,0,0,1,19.0,0
2,0.1554,876.0,57.5,64.3,70.1,0,0,0,1,1,0,0,1,13.0,0
2,,,21.5,41.5,83.5,0,0,0,0,0,0,0,1,7.0,1
0,0.5294,95.0,33.6,50.0,42.6,0,0,1,0,1,0,0,2,21.0,0
1,,603.0,50.3,,60.0,0,0,1,0,1,1,0,2,61.0,1
2,0.3477,471.0,61.1,56.4,65.1,1,0,1,1,0,1,0,1,13.0,1
0,0.3438,116.0,71.1,,75.8,0,0,0,0,0,0,0,1,8.0,1
1,0.2944,234.0,62.9,57.7,56.5,1,0,0,1,0,0,0,2,15.0,0
2,0.199,,53.3,34.7,37.0,1,0,1,1,0,1,0,2,23.0,1
2,,381.0,38.6,37.0,71.9,1,0,1,0,1,0,1,1,26.0,1
2,0.1799,137.0,32.7,39.4,80.0,1,0,0,1,0,0,1,0,22.0,0
2,0.9696,394.0,42.8,48.3,60.7,0,0,1,0,0,0,0,0,56.0,1
1,0.2911,85.0,59.4,69.1,68.5,0,0,0,1,0,0,0,1,75.0,1
5,0.2112,264.0,58.1,63.7,54.4,0,0,0,1,1,1,0,2,189.0,1
2,0.2941,526.0,14.2,62.8,48.5,1,1,1,1,0,0,0,0,7.0,1
0,0.1158,273.0,37.9,38.5,78.4,0,0,0,0,1,0,0,0,15.0,0
2,0.5207,214.0,73.7,46.9,68.2,1,0,0,0,0,0,1,0,43.0,1
4,0.1784,478.0,53.4,59.1,69.8,0,0,0,0,0,0,0,2,22.0,0
1,0.2824,472.0,,45.6,86.0,1,0,1,0,0,1,0,0,49.0,1
2,0.4091,579.0,94.4,50.8,45.1,3,0,0,0,0,0,0,1,,1
0,0.2495,437.0,51.5,61.6,53.2,0,0,1,0,0,0,1,2,110.0,0
1,0.2258,500.0,58.9,49.8,64.5,1,0,0,0,0,0,0,3,81.0,0
1,0.2157,413.0,59.2,58.4,53.0,1,0,0,0,0,0,0,2,73.0,1
4,0.2488,339.0,45.4,78.9,74.5,0,1,0,0,0,0,0,3,25.0,1
2,,296.0,38.9,52.4,59.0,0,0,0,0,1,0,0,1,31.0,0
5,0.2128,262.0,90.2,72.7,46.1,0,0,0,0,1,0,0,0,23.0,0
4,0.5791,150.0,70.1,63.4,63.1,0,0,0,0,0,1,1,1,8.0,1
2,0.2144,,66.8,33.0,64.7,1,0,0,0,1,0,0,1,110.0,0
4,0.1666,251.0,62.4,38.5,77.0,2,0,0,0,0,0,0,2,57.0,0
3,0.182,328.0,33.9,42.5,68.3,1,0,1,1,0,0,0,0,19.0,0
1,0.3927,609.0,75.0,42.2,69.4,0,1,1,1,0,0,0,2,89.0,1
4,0.3722,,36.8,53.6,67.1,1,0,0,0,0,0,1,0,15.0,1
4,0.3493,509.0,57.1,64.2,59.0,3,1,0,0,1,1,0,1,8.0,1
2,0.1976,510.0,22.5,73.8,50.5,2,1,0,0,0,1,0,0,55.0,0
0,0.2767,238.0,15.3,59.6,66.6,3,0,0,0,0,0,0,1,10.0,1
2,0.1598,,57.7,48.3,56.7,1,0,0,0,0,1,0,0,21.0,0
2,0.1973,246.0,37.4,23.8,89.0,1,0,0,0,0,0,1,2,37.0,1
4,,606.0,,56.1,83.5,1,0,0,0,0,0,0,2,42.0,0
2,0.3682,399.0,61.7,55.4,72.1,1,0,0,0,0,0,0,0,48.0,1
2,0.1326,146.0,90.2,57.7,68.1,0,0,1,0,0,0,1,3,56.0,1
1,0.1339,302.0,77.0,86.6,60.6,0,0,0,0,0,0,0,2,48.0,1
0,0.2143,669.0,47.4,73.6,41.8,1,0,0,0,0,1,0,1,,1
1,0.554,250.0,52.2,66.8,58.5,1,0,0,0,1,0,0,0,38.0,1
2,0.0794,360.0,58.0,40.6,63.6,1,0,1,0,0,0,0,2,9.0,1
1,0.2498,372.0,72.2,47.3,65.7,1,0,0,0,0,0,0,2,109.0,0
3,0.1134,162.0,45.8,53.6,69.5,2,0,0,0,0,1,0,2,10.0,1
0,0.1424,358.0,52.6,43.4,76.7,0,0,1,0,0,0,0,1,21.0,0
2,0.1863,131.0,57.4,62.5,50.9,0,0,0,0,0,1,0,2,11.0,1
3,0.1918,204.0,62.0,60.4,51.1,1,0,0,0,0,1,0,1,15.0,1
0,0.1505,489.0,49.6,38.7,85.2,1,0,0,0,0,0,0,2,32.0,1
2,0.2285,342.0,,73.0,74.3,0,0,1,0,0,0,0,2,20.0,0
0,0.1504,229.0,76.8,,55.7,2,0,1,0,0,0,0,0,61.0,0
2,0.1018,360.0,73.8,29.1,60.3,2,0,1,1,0,1,0,0,29.0,0
